id,session_id,user_id,type,value,created_at
e456a4de-ec73-4760-a493-33666de766b9,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,B2,2025-10-05 12:36:29.266361+00
60fbb5b4-21a5-4c4c-bcc6-b72ca8dbbe20,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,C2B2B2B2,2025-10-05 12:36:29.279642+00
3432c994-379d-456b-87f9-45e6cb184df2,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=B2+5,2025-10-05 12:36:30.131025+00
bce3cc55-0ed4-4fcc-9e1a-aaaeeedf5a9b,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,,2025-10-05 12:36:30.831069+00
b41ce69b-247b-474a-bac1-7e859ca67561,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,C2,2025-10-05 12:36:32.087258+00
95d6d3ae-8667-4637-a80a-a235192d16d8,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,C2,2025-10-05 12:36:33.135082+00
c5548381-91af-44f2-8677-d36b15afe963,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,C2,2025-10-05 12:36:33.318823+00
8066ac9b-a46b-4dd4-b253-b9a55ad60b25,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=B2+5,2025-10-05 12:36:33.909052+00
a4c61910-c880-4041-9b49-ae95c581b5c8,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=2+5,2025-10-05 12:36:36.417844+00
9975aa57-6769-4b14-845b-e8ee215133e7,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=C2+5,2025-10-05 12:36:36.694708+00
19396a6d-9b01-4809-a71a-ae8abb6c38f9,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=C2+,2025-10-05 12:36:37.623869+00
e3bcb3f6-c0f6-455f-b249-4292e80f207d,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=C2+3,2025-10-05 12:36:38.204181+00
8071d124-7524-43b9-bdb3-213832cfecd0,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,,2025-10-05 12:36:39.124499+00
5f18b66e-5059-436e-a221-ae8bc6628b29,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,D2,2025-10-05 12:36:40.050642+00
841b5e2e-b94f-4bad-af90-cf216034b66c,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,D2,2025-10-05 12:36:40.222088+00
e64c5e92-90f9-45d2-bdc0-1ec0ca5e94cb,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=B2+5,2025-10-05 12:36:41.495405+00
4a2187f3-d449-4103-a629-c94ce394cba1,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=2+5,2025-10-05 12:36:44.784156+00
930f46ec-dac8-4ca2-9f81-5b798fbb9ed2,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=D2+5,2025-10-05 12:36:45.043305+00
bffc0c00-c679-4033-b1f5-2f263b949bbe,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=D2+,2025-10-05 12:36:46.283122+00
09916aeb-ad22-4c19-b98f-53749e724101,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=D2+6,2025-10-05 12:36:47.133517+00
85d55565-c24f-4211-b488-2d0d3034c140,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,,2025-10-05 12:36:48.924345+00
9fcd917e-f8f8-44da-91ef-ce0b9f17844d,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,D3,2025-10-05 12:36:50.834957+00
ce8fd870-f47b-4e9a-b1ae-d31733fc11e0,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=D2+6,2025-10-05 12:36:51.321256+00
22064c3f-3a22-4ee5-a328-53a7adf13b7b,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,D2,2025-10-05 12:36:51.321289+00
d152149c-7124-449a-8654-0f2518457eb7,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=B2+5,2025-10-05 12:36:52.095783+00
a535f036-8b80-4cda-94ce-44ff1578c1b1,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,B2,2025-10-05 12:36:52.095791+00
31ce69ad-d253-40cd-b6d9-dedb21739d0a,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,,2025-10-05 12:36:58.71691+00
063cd239-2c30-46fd-a1d0-1f719e955606,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,1/50,2025-10-05 12:37:00.288532+00
a0f1dcc8-4b92-451b-ba00-4dfa7fe67ed6,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,2/50,2025-10-05 12:37:00.65494+00
dc610735-66a8-4279-92fb-1ac400c879cd,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,3/50,2025-10-05 12:37:00.829468+00
f99ed90b-190c-4ca8-9238-2e6116bd950d,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,4/50,2025-10-05 12:37:01.027042+00
e5143985-2644-49eb-9e63-f71cd448918d,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,5/50,2025-10-05 12:37:01.248657+00
70de1074-f852-41a1-bfb5-ce9556562928,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,6/50,2025-10-05 12:37:01.3835+00
c27d058b-4d26-420c-8599-aa39eb2be553,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,7/50,2025-10-05 12:37:01.782454+00
5eadb4f9-5cc6-46fc-8779-2fb22e994cf0,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,8/50,2025-10-05 12:37:01.931847+00
f7fd2aca-fd25-499e-82ad-29e39563bc96,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,9/50,2025-10-05 12:37:02.11754+00
94c2caea-5609-4316-9a39-130e2f2b1dd7,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,10/50,2025-10-05 12:37:02.32033+00
f0f3554c-4862-43d6-96fe-4cbbbd5d0883,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,11/50,2025-10-05 12:37:02.514473+00
cbc88665-400d-4488-8770-08505ec4ae81,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,12/50,2025-10-05 12:37:03.551988+00
3d19368e-be74-459e-9179-7d3c8485a0e3,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,13/50,2025-10-05 12:37:03.689682+00
2fa2cf4f-586a-4a9e-b648-474f6d753ada,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,14/50,2025-10-05 12:37:03.876448+00
fab42a4d-9c1c-41ff-9dce-5a660c13b5e0,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,15/50,2025-10-05 12:37:04.039469+00
ef617136-9f14-449f-940b-9c8d57880102,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,16/50,2025-10-05 12:37:04.261172+00
ce392d04-f9b1-47f6-aea3-6f603edd7621,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,toolbar-stepper-next,17/50,2025-10-05 12:37:04.722814+00
60848e0f-9a35-4146-b301-6b798716e9f2,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=0=D2+6,2025-10-05 12:37:13.630811+00
784c0bcb-5391-46fc-adc5-b4a1cb5041ce,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,D2,2025-10-05 12:37:13.692205+00
22aa309f-40c1-4626-a0f4-b83c9f9f42d9,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,==0=D2+6,2025-10-05 12:37:41.396645+00
d5d11cbd-bf72-4463-a42b-92f2062acc2c,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=i=0=D2+6,2025-10-05 12:37:42.124849+00
071d12e0-d0ea-41a6-bc74-eacd75efe577,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=if=0=D2+6,2025-10-05 12:37:42.253786+00
801c6bef-1561-4939-a283-025006f83af2,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=if(=0=D2+6,2025-10-05 12:37:43.644882+00
a18b8069-45a3-4089-849e-c5e173968f07,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=if(=0=D2+6 ,2025-10-05 12:37:46.715083+00
5e984f8e-0124-4d99-9c3c-f90173f64998,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=if(=0=D2+6 ?,2025-10-05 12:37:46.987777+00
fb89ecbb-dfbd-4d42-b252-83c6ef378589,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=if(=0=D2+6 ,2025-10-05 12:37:47.438617+00
e996b346-f8ce-475b-80e6-4876ed5da5c2,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,=if(=0=D2+6 .,2025-10-05 12:37:47.796135+00
a4fe6e4e-1b85-40e3-8688-31b04a5c80c3,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,,2025-10-05 12:37:47.804908+00
7679805f-2029-407b-9f59-365d4b8e7c0c,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,a,2025-10-05 12:37:49.120747+00
b3a48395-3826-4afb-aa5d-2768578f7cbc,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,formula-input,,2025-10-05 12:37:52.288938+00
1970c456-3771-4252-ae77-86a1864e94f9,5edc5a63-ed4d-43da-aad4-9c9d122123a4,689acb80-cfb2-4cea-b28d-03c7718061a0,cell-click,D2,2025-10-05 12:37:53.189249+00
